split,task,regime,seed,stress,horizon_load,hidden_load,confound_load,compensation_load,side_load,sparse_load,intervention_load
nominal,deformable_sorting,delayed_contact_consequence,3,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,4,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,5,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,6,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,7,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,8,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,delayed_contact_consequence,9,0.10000,0.44331,0.15146,0.21128,0.15930,0.25260,0.10603,0.05821
nominal,deformable_sorting,hidden_precondition_violation,0,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,1,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,2,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,3,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,4,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,5,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,6,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,7,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,8,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,hidden_precondition_violation,9,0.10000,0.32437,0.40093,0.25576,0.19116,0.22891,0.13127,0.07115
nominal,deformable_sorting,compensatory_action_masking,0,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,1,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,2,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,3,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,4,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,5,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,6,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,7,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,8,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,compensatory_action_masking,9,0.10000,0.34600,0.23165,0.45592,0.48852,0.21313,0.12118,0.09055
nominal,deformable_sorting,irreversible_side_effect,0,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,1,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,2,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,3,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,4,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,5,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,6,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,7,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,8,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,irreversible_side_effect,9,0.10000,0.29194,0.20492,0.26688,0.13806,0.36311,0.10098,0.06468
nominal,deformable_sorting,sparse_success_observation,0,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,1,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,2,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,3,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,4,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,5,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,6,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,7,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,8,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,sparse_success_observation,9,0.10000,0.36762,0.24056,0.32248,0.22302,0.19734,0.22720,0.09702
nominal,deformable_sorting,credit_confounder,0,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,1,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,2,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,3,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,4,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,5,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,6,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,7,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,8,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,credit_confounder,9,0.10000,0.31356,0.21383,0.51152,0.37170,0.22102,0.15652,0.10996
nominal,deformable_sorting,delayed_human_correction,0,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,1,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,2,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,3,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,4,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,5,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,6,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,7,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,8,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,delayed_human_correction,9,0.10000,0.41087,0.25838,0.34472,0.28674,0.23681,0.15147,0.28459
nominal,deformable_sorting,compositional_temporal_chain,0,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,1,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,2,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,3,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,4,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,5,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,6,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,7,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,8,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,deformable_sorting,compositional_temporal_chain,9,0.10000,0.48656,0.37420,0.47816,0.43542,0.33153,0.19186,0.23285
nominal,tool_use_after_delay,delayed_contact_consequence,0,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,1,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,2,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,3,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,4,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,5,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,6,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,7,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,8,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,delayed_contact_consequence,9,0.10000,0.47498,0.16784,0.21128,0.15930,0.26790,0.11525,0.06880
nominal,tool_use_after_delay,hidden_precondition_violation,0,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,1,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,2,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,3,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,4,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,5,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,6,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,7,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,8,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,hidden_precondition_violation,9,0.10000,0.34754,0.44428,0.25576,0.19116,0.24279,0.14269,0.08408
nominal,tool_use_after_delay,compensatory_action_masking,0,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,1,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,2,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,3,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,4,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,5,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,6,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,7,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,8,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,compensatory_action_masking,9,0.10000,0.37071,0.25669,0.45592,0.48852,0.22604,0.13171,0.10702
nominal,tool_use_after_delay,irreversible_side_effect,0,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,1,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,2,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,3,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,4,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,5,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,6,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,7,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,8,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,irreversible_side_effect,9,0.10000,0.31279,0.22707,0.26688,0.13806,0.38511,0.10976,0.07644
nominal,tool_use_after_delay,sparse_success_observation,0,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,1,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,2,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,3,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,4,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,5,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,6,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,7,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,8,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,sparse_success_observation,9,0.10000,0.39388,0.26657,0.32248,0.22302,0.20930,0.24696,0.11466
nominal,tool_use_after_delay,credit_confounder,0,0.10000,0.33596,0.23695,0.51152,0.37170,0.23442,0.17013,0.12995
nominal,tool_use_after_delay,credit_confounder,1,0.10000,0.33596,0.23695,0.51152,0.37170,0.23442,0.17013,0.12995
nominal,tool_use_after_delay,credit_confounder,2,0.10000,0.33596,0.23695,0.51152,0.37170,0.23442,0.17013,0.12995
