method,split,stress_level,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
diffusion_policy_credit_probe,stress_03,0.33333,9,48,0.65972,0.05668,0.46875,0.06426,0.39931,0.06506,0.08333,0.03076,0.26736,0.05393,0.04861,0.02166,0.07639,0.03069,0.43056,0.04332,0.64171,0.01534,0.03877,0.00321,0.25615,0.00499,0.28482,0.07121
diffusion_policy_credit_probe,stress_04,0.44444,0,48,0.64931,0.05608,0.45139,0.05584,0.46528,0.05913,0.06597,0.03035,0.21528,0.04956,0.03125,0.02099,0.11806,0.04005,0.36458,0.06202,0.66384,0.01703,0.05043,0.00359,0.26452,0.00495,0.29340,0.06259
diffusion_policy_credit_probe,stress_04,0.44444,1,48,0.65278,0.05131,0.42361,0.05668,0.44792,0.05929,0.08333,0.03369,0.29167,0.05192,0.05208,0.02413,0.16319,0.04403,0.36806,0.05584,0.66440,0.01666,0.05009,0.00371,0.26457,0.00493,0.20550,0.07108
diffusion_policy_credit_probe,stress_04,0.44444,2,48,0.63542,0.05115,0.49653,0.06632,0.42708,0.06067,0.06597,0.02706,0.27431,0.05458,0.05556,0.02634,0.11806,0.03501,0.35417,0.05204,0.66490,0.01666,0.04989,0.00367,0.26314,0.00495,0.22786,0.05634
diffusion_policy_credit_probe,stress_04,0.44444,3,48,0.62847,0.06321,0.43403,0.05480,0.44792,0.05929,0.05903,0.02834,0.27431,0.04294,0.06597,0.02706,0.11111,0.03552,0.34375,0.05184,0.66517,0.01652,0.05010,0.00370,0.26443,0.00524,0.21704,0.08438
diffusion_policy_credit_probe,stress_04,0.44444,4,48,0.62847,0.05436,0.51389,0.05223,0.45139,0.05751,0.06944,0.03346,0.25347,0.05237,0.05556,0.02808,0.10417,0.03720,0.32986,0.05458,0.66409,0.01686,0.05029,0.00366,0.26314,0.00539,0.23671,0.07074
diffusion_policy_credit_probe,stress_04,0.44444,5,48,0.63542,0.06278,0.50000,0.05502,0.44097,0.05544,0.09375,0.03879,0.22569,0.05006,0.02778,0.01776,0.11458,0.03528,0.37847,0.06284,0.66356,0.01669,0.05031,0.00367,0.26311,0.00533,0.26783,0.07904
diffusion_policy_credit_probe,stress_04,0.44444,6,48,0.62847,0.06093,0.51736,0.06093,0.41667,0.05327,0.04861,0.02911,0.28125,0.05161,0.05556,0.02808,0.13889,0.04596,0.34028,0.06736,0.66370,0.01623,0.05016,0.00364,0.26286,0.00500,0.21359,0.07664
diffusion_policy_credit_probe,stress_04,0.44444,7,48,0.64931,0.05259,0.48958,0.05787,0.39583,0.05966,0.10069,0.03472,0.28125,0.05601,0.04861,0.02166,0.09722,0.03346,0.41667,0.04665,0.66321,0.01669,0.05019,0.00351,0.26542,0.00510,0.24297,0.06964
diffusion_policy_credit_probe,stress_04,0.44444,8,48,0.62153,0.06359,0.44444,0.06328,0.45486,0.05480,0.07639,0.02911,0.20486,0.05076,0.03472,0.02166,0.14931,0.04587,0.34028,0.05832,0.66383,0.01633,0.04985,0.00369,0.26505,0.00542,0.24185,0.07028
diffusion_policy_credit_probe,stress_04,0.44444,9,48,0.63194,0.06375,0.49306,0.06449,0.42361,0.05584,0.10417,0.03170,0.26042,0.05579,0.08333,0.03639,0.10764,0.03702,0.35764,0.05915,0.66469,0.01609,0.05046,0.00371,0.26385,0.00496,0.18778,0.09001
diffusion_policy_credit_probe,stress_05,0.55556,0,48,0.59722,0.05903,0.46181,0.06755,0.36806,0.05913,0.06250,0.02503,0.27431,0.05794,0.05556,0.02808,0.11806,0.03885,0.35764,0.05501,0.68674,0.01788,0.06136,0.00392,0.27194,0.00497,0.18692,0.05925
diffusion_policy_credit_probe,stress_05,0.55556,1,48,0.62500,0.05876,0.42014,0.05501,0.43056,0.05313,0.07639,0.03069,0.26389,0.04545,0.06944,0.02891,0.11111,0.04277,0.32639,0.05324,0.68733,0.01785,0.06144,0.00398,0.27297,0.00532,0.20134,0.08686
diffusion_policy_credit_probe,stress_05,0.55556,2,48,0.62153,0.04638,0.50347,0.04911,0.43056,0.05488,0.06944,0.03050,0.24653,0.05237,0.06597,0.02875,0.11458,0.03660,0.33333,0.05671,0.68657,0.01791,0.06157,0.00391,0.27311,0.00541,0.21026,0.07666
diffusion_policy_credit_probe,stress_05,0.55556,3,48,0.62500,0.06632,0.47917,0.05886,0.40625,0.06144,0.09028,0.03634,0.23264,0.04838,0.02431,0.01682,0.11111,0.03809,0.35069,0.05523,0.68573,0.01802,0.06162,0.00399,0.27229,0.00531,0.25769,0.08100
diffusion_policy_credit_probe,stress_05,0.55556,4,48,0.64236,0.05586,0.50000,0.05836,0.38542,0.05341,0.05208,0.03100,0.29167,0.05192,0.06597,0.02875,0.12500,0.04295,0.37153,0.06685,0.68659,0.01768,0.06167,0.00392,0.27180,0.00505,0.21400,0.07997
diffusion_policy_credit_probe,stress_05,0.55556,5,48,0.63194,0.05412,0.48958,0.06028,0.37153,0.05935,0.10417,0.03966,0.29514,0.05349,0.04167,0.02480,0.13889,0.04049,0.40972,0.05324,0.68466,0.01804,0.06171,0.00385,0.27460,0.00519,0.19556,0.07148
diffusion_policy_credit_probe,stress_05,0.55556,6,48,0.64583,0.06045,0.46528,0.06148,0.45139,0.05412,0.09375,0.03494,0.21181,0.04838,0.03472,0.02166,0.14583,0.04827,0.32292,0.06259,0.68582,0.01766,0.06135,0.00398,0.27403,0.00556,0.25262,0.07127
diffusion_policy_credit_probe,stress_05,0.55556,7,48,0.63889,0.05531,0.45486,0.05650,0.41667,0.05916,0.12153,0.03734,0.27083,0.05383,0.08681,0.03368,0.10764,0.04068,0.35417,0.05383,0.68623,0.01747,0.06188,0.00395,0.27315,0.00511,0.17384,0.07942
diffusion_policy_credit_probe,stress_05,0.55556,8,48,0.60764,0.05458,0.45486,0.05565,0.38542,0.06315,0.08681,0.03638,0.22917,0.04728,0.05208,0.02413,0.13889,0.04492,0.39583,0.05019,0.68599,0.01790,0.06160,0.00394,0.27213,0.00520,0.19563,0.06838
diffusion_policy_credit_probe,stress_05,0.55556,9,48,0.64236,0.05326,0.45139,0.06071,0.43056,0.04439,0.07639,0.02911,0.23958,0.04756,0.09722,0.03050,0.14931,0.04038,0.35417,0.04626,0.68600,0.01743,0.06162,0.00396,0.27335,0.00528,0.17487,0.08202
diffusion_policy_credit_probe,stress_06,0.66667,0,48,0.63889,0.05357,0.47569,0.05146,0.43403,0.05815,0.07639,0.03220,0.25694,0.05412,0.06944,0.02891,0.13889,0.03416,0.32639,0.05498,0.70867,0.01904,0.07300,0.00426,0.28221,0.00559,0.19658,0.07578
diffusion_policy_credit_probe,stress_06,0.66667,1,48,0.62500,0.06843,0.44792,0.05929,0.37500,0.06912,0.09722,0.03746,0.23958,0.04951,0.02778,0.01776,0.10764,0.03572,0.36458,0.05297,0.70756,0.01921,0.07305,0.00421,0.28120,0.00527,0.24536,0.08181
diffusion_policy_credit_probe,stress_06,0.66667,2,48,0.65278,0.04944,0.46875,0.05808,0.40278,0.05313,0.06250,0.03720,0.28819,0.06131,0.06250,0.02686,0.13194,0.04235,0.35069,0.05774,0.70829,0.01894,0.07313,0.00419,0.28059,0.00523,0.21600,0.07913
diffusion_policy_credit_probe,stress_06,0.66667,3,48,0.64236,0.05237,0.45486,0.05565,0.36111,0.05699,0.12153,0.04429,0.29167,0.05283,0.03819,0.02003,0.15625,0.04173,0.38889,0.05782,0.70639,0.01923,0.07302,0.00416,0.28308,0.00548,0.18778,0.07638
diffusion_policy_credit_probe,stress_06,0.66667,4,48,0.63889,0.05444,0.44792,0.06315,0.44792,0.05252,0.09028,0.03885,0.24306,0.05143,0.05556,0.02634,0.14583,0.04523,0.32639,0.05992,0.70851,0.01904,0.07288,0.00422,0.28247,0.00565,0.20675,0.06760
diffusion_policy_credit_probe,stress_06,0.66667,5,48,0.65278,0.05657,0.44444,0.05782,0.39583,0.05966,0.11806,0.04235,0.27431,0.05955,0.08681,0.03224,0.10764,0.03950,0.34722,0.04748,0.70813,0.01880,0.07326,0.00424,0.28214,0.00517,0.18352,0.08639
diffusion_policy_credit_probe,stress_06,0.66667,6,48,0.60069,0.05565,0.42708,0.05909,0.36806,0.05832,0.09028,0.03762,0.23958,0.04447,0.04861,0.02166,0.14236,0.04349,0.38194,0.05584,0.70794,0.01921,0.07298,0.00417,0.28073,0.00524,0.17989,0.06673
diffusion_policy_credit_probe,stress_06,0.66667,7,48,0.63194,0.04859,0.44792,0.06086,0.39583,0.05383,0.09028,0.02744,0.25694,0.05412,0.09028,0.03069,0.14236,0.03638,0.33681,0.04911,0.70736,0.01887,0.07307,0.00421,0.28153,0.00551,0.15810,0.07128
diffusion_policy_credit_probe,stress_06,0.66667,8,48,0.64583,0.04924,0.43403,0.05393,0.35069,0.04789,0.07986,0.03224,0.23264,0.05815,0.04514,0.02330,0.12847,0.03112,0.29514,0.05169,0.70784,0.01937,0.07304,0.00423,0.28242,0.00501,0.24539,0.06098
diffusion_policy_credit_probe,stress_06,0.66667,9,48,0.62847,0.05608,0.48264,0.05608,0.34722,0.05740,0.09375,0.03061,0.28819,0.04210,0.06597,0.02525,0.13542,0.03970,0.33333,0.06378,0.70678,0.01946,0.07290,0.00419,0.28115,0.00528,0.17099,0.06929
diffusion_policy_credit_probe,stress_07,0.77778,0,48,0.65278,0.04748,0.44792,0.06240,0.38542,0.04878,0.06597,0.03333,0.27431,0.05458,0.07639,0.02566,0.13542,0.04312,0.30903,0.05053,0.73004,0.02042,0.08468,0.00448,0.29017,0.00546,0.19834,0.07495
diffusion_policy_credit_probe,stress_07,0.77778,1,48,0.64236,0.05146,0.42014,0.05995,0.35417,0.06275,0.12847,0.04154,0.29861,0.05668,0.04167,0.02281,0.17014,0.04714,0.37153,0.05169,0.72830,0.02049,0.08444,0.00439,0.29172,0.00558,0.16467,0.07367
diffusion_policy_credit_probe,stress_07,0.77778,2,48,0.59722,0.05313,0.41319,0.06073,0.43403,0.05214,0.09375,0.03755,0.25347,0.05586,0.06250,0.02856,0.13889,0.03931,0.34722,0.05573,0.73015,0.02038,0.08451,0.00452,0.29141,0.00563,0.15132,0.08162
diffusion_policy_credit_probe,stress_07,0.77778,3,48,0.66667,0.04959,0.44097,0.05794,0.36806,0.06225,0.12153,0.03859,0.29167,0.05795,0.08681,0.03074,0.11458,0.03787,0.32986,0.05100,0.72987,0.02021,0.08452,0.00449,0.29040,0.00528,0.17976,0.08208
diffusion_policy_credit_probe,stress_07,0.77778,4,48,0.62153,0.06433,0.39236,0.06112,0.36458,0.05472,0.09375,0.03627,0.26389,0.04748,0.04167,0.02063,0.14236,0.03766,0.36806,0.05913,0.72965,0.02038,0.08456,0.00447,0.29053,0.00534,0.19209,0.07750
diffusion_policy_credit_probe,stress_07,0.77778,5,48,0.63542,0.05207,0.44444,0.06900,0.39236,0.05371,0.09722,0.02722,0.27431,0.05712,0.09028,0.03069,0.14931,0.04154,0.34375,0.05184,0.72926,0.02017,0.08447,0.00447,0.29084,0.00564,0.14223,0.06623
diffusion_policy_credit_probe,stress_07,0.77778,6,48,0.64931,0.04689,0.38889,0.05782,0.36458,0.04927,0.08333,0.03226,0.25694,0.05913,0.05556,0.02448,0.13889,0.03127,0.30903,0.04664,0.72989,0.02064,0.08457,0.00449,0.29084,0.00522,0.21462,0.05544
diffusion_policy_credit_probe,stress_07,0.77778,7,48,0.64236,0.05414,0.48264,0.05436,0.33333,0.06597,0.07986,0.03074,0.29861,0.04005,0.08333,0.02918,0.15625,0.04173,0.30903,0.06808,0.72825,0.02066,0.08440,0.00449,0.28976,0.00546,0.15080,0.06997
diffusion_policy_credit_probe,stress_07,0.77778,8,48,0.65625,0.05092,0.39583,0.05204,0.38542,0.05252,0.11806,0.03634,0.31597,0.05259,0.04861,0.02166,0.13194,0.03363,0.27431,0.05006,0.73094,0.02048,0.08458,0.00450,0.29004,0.00556,0.19188,0.07392
diffusion_policy_credit_probe,stress_07,0.77778,9,48,0.64583,0.05383,0.40972,0.05050,0.39583,0.05640,0.07986,0.03074,0.28472,0.04122,0.05556,0.02634,0.11806,0.02566,0.34375,0.05705,0.73008,0.02045,0.08422,0.00454,0.28980,0.00539,0.21406,0.07610
diffusion_policy_credit_probe,stress_08,0.88889,0,48,0.54514,0.05393,0.40278,0.06366,0.41319,0.05326,0.11111,0.03552,0.25000,0.05502,0.06597,0.02875,0.12847,0.03797,0.35069,0.06093,0.75219,0.02159,0.09596,0.00475,0.29941,0.00586,0.09056,0.08207
diffusion_policy_credit_probe,stress_08,0.88889,1,48,0.65972,0.04558,0.42708,0.06445,0.36458,0.05889,0.14236,0.04349,0.29167,0.05713,0.08681,0.03224,0.15972,0.04122,0.27778,0.05268,0.75096,0.02167,0.09569,0.00472,0.29859,0.00554,0.13057,0.08026
diffusion_policy_credit_probe,stress_08,0.88889,2,48,0.60764,0.07114,0.37153,0.05608,0.34028,0.05324,0.10764,0.03572,0.28125,0.04878,0.06250,0.02686,0.13889,0.04049,0.36806,0.05668,0.75090,0.02179,0.09584,0.00471,0.29968,0.00543,0.13918,0.07485
diffusion_policy_credit_probe,stress_08,0.88889,3,48,0.62153,0.05304,0.41319,0.06877,0.37153,0.05169,0.11458,0.03100,0.28125,0.05429,0.08681,0.02916,0.17014,0.04509,0.32639,0.05832,0.75128,0.02158,0.09578,0.00474,0.29954,0.00547,0.10356,0.06870
diffusion_policy_credit_probe,stress_08,0.88889,4,48,0.66667,0.05054,0.36806,0.06449,0.34028,0.04859,0.07986,0.03074,0.27083,0.05294,0.04167,0.02480,0.13889,0.03682,0.28819,0.04739,0.75154,0.02187,0.09589,0.00470,0.29920,0.00555,0.23872,0.06288
diffusion_policy_credit_probe,stress_08,0.88889,5,48,0.61806,0.05584,0.45486,0.05815,0.28472,0.05498,0.10417,0.03456,0.29167,0.04295,0.08681,0.03074,0.15972,0.04453,0.28472,0.05832,0.75026,0.02198,0.09579,0.00475,0.29767,0.00573,0.10734,0.07294
diffusion_policy_credit_probe,stress_08,0.88889,6,48,0.68403,0.04689,0.39931,0.05030,0.35417,0.05470,0.13542,0.04201,0.34722,0.06656,0.05556,0.02634,0.13542,0.03724,0.26736,0.05393,0.75279,0.02181,0.09604,0.00474,0.29853,0.00588,0.18400,0.07129
diffusion_policy_credit_probe,stress_08,0.88889,7,48,0.63542,0.05558,0.40278,0.05573,0.38542,0.05684,0.10417,0.03590,0.27778,0.04386,0.05556,0.02808,0.13194,0.03069,0.35417,0.06045,0.75185,0.02173,0.09557,0.00478,0.29819,0.00559,0.18189,0.08065
diffusion_policy_credit_probe,stress_08,0.88889,8,48,0.62847,0.04886,0.42708,0.05746,0.36458,0.05726,0.11806,0.04235,0.26042,0.05138,0.04167,0.02063,0.15972,0.04453,0.30208,0.06500,0.75165,0.02164,0.09566,0.00471,0.29909,0.00563,0.17365,0.06320
diffusion_policy_credit_probe,stress_08,0.88889,9,48,0.63889,0.05699,0.40625,0.05407,0.41667,0.05502,0.07986,0.03638,0.27778,0.05616,0.05903,0.02478,0.14236,0.04125,0.31250,0.06123,0.75090,0.02162,0.09603,0.00466,0.29804,0.00588,0.18687,0.08110
diffusion_policy_credit_probe,stress_09,1.00000,0,48,0.60417,0.06852,0.35069,0.06246,0.34028,0.05412,0.11111,0.03682,0.29167,0.05372,0.05556,0.02634,0.16319,0.04403,0.35417,0.04728,0.77191,0.02269,0.10681,0.00480,0.30737,0.00548,0.11799,0.07713
diffusion_policy_credit_probe,stress_09,1.00000,1,48,0.60417,0.05383,0.39931,0.06131,0.35417,0.05204,0.12847,0.03403,0.27778,0.05085,0.09028,0.03069,0.17708,0.04058,0.27778,0.05357,0.77275,0.02276,0.10686,0.00485,0.30715,0.00556,0.06855,0.07561
diffusion_policy_credit_probe,stress_09,1.00000,2,48,0.65625,0.04706,0.36458,0.06714,0.35764,0.05915,0.07986,0.03224,0.28472,0.05913,0.06250,0.03590,0.13194,0.03885,0.28125,0.04578,0.77272,0.02292,0.10673,0.00479,0.30773,0.00582,0.19960,0.08124
diffusion_policy_credit_probe,stress_09,1.00000,3,48,0.60069,0.05565,0.43056,0.05488,0.26042,0.05045,0.13889,0.04386,0.30903,0.05146,0.07292,0.02903,0.17708,0.04285,0.27083,0.05294,0.77235,0.02288,0.10681,0.00485,0.30605,0.00569,0.06611,0.06757
diffusion_policy_credit_probe,stress_09,1.00000,4,48,0.71181,0.04535,0.39236,0.05629,0.31250,0.05383,0.14931,0.04266,0.35417,0.06424,0.06250,0.02686,0.14583,0.04083,0.27431,0.05006,0.77433,0.02261,0.10675,0.00484,0.30543,0.00575,0.18379,0.06709
diffusion_policy_credit_probe,stress_09,1.00000,5,48,0.62153,0.05733,0.35417,0.05112,0.34722,0.05488,0.12500,0.04069,0.27083,0.05204,0.06944,0.03484,0.13194,0.03634,0.36806,0.05992,0.77338,0.02280,0.10663,0.00488,0.30662,0.00564,0.14131,0.08452
diffusion_policy_credit_probe,stress_09,1.00000,6,48,0.62153,0.05565,0.40278,0.05740,0.37153,0.05523,0.11111,0.04165,0.29167,0.05545,0.04514,0.02117,0.18056,0.04847,0.28819,0.05975,0.77396,0.02256,0.10658,0.00485,0.30716,0.00540,0.13574,0.07694
diffusion_policy_credit_probe,stress_09,1.00000,7,48,0.59375,0.06445,0.38542,0.05069,0.39931,0.05393,0.10417,0.04083,0.29167,0.05283,0.06250,0.02856,0.15972,0.03762,0.30903,0.06524,0.77314,0.02258,0.10691,0.00470,0.30617,0.00581,0.10522,0.08636
diffusion_policy_credit_probe,stress_09,1.00000,8,48,0.62153,0.05123,0.38194,0.05234,0.32292,0.05092,0.12847,0.04266,0.31944,0.06440,0.05556,0.02808,0.18056,0.04648,0.31597,0.05608,0.77420,0.02279,0.10660,0.00489,0.30732,0.00556,0.10424,0.06211
diffusion_policy_credit_probe,stress_09,1.00000,9,48,0.64583,0.05294,0.43056,0.06061,0.37500,0.05545,0.10417,0.03316,0.34028,0.05324,0.07639,0.03220,0.15972,0.04453,0.34028,0.06148,0.77274,0.02282,0.10656,0.00476,0.30706,0.00594,0.12170,0.08372
oracle_event_credit_labels,stress_00,0.00000,0,48,0.91319,0.03889,0.76389,0.04545,0.79861,0.04558,0.00347,0.00681,0.02083,0.02307,0.00000,0.00000,0.00347,0.00681,0.62153,0.06054,0.31536,0.01130,0.00200,0.00000,0.00000,0.00000,0.84101,0.04081
oracle_event_credit_labels,stress_00,0.00000,1,48,0.88194,0.04558,0.75347,0.04664,0.84722,0.03991,0.00000,0.00000,0.02083,0.01576,0.00000,0.00000,0.00347,0.00681,0.66319,0.06112,0.31564,0.01147,0.00200,0.00000,0.00000,0.00000,0.81138,0.04498
oracle_event_credit_labels,stress_00,0.00000,2,48,0.93056,0.02891,0.76042,0.05319,0.79167,0.04814,0.01389,0.01317,0.00694,0.00952,0.00347,0.00681,0.00000,0.00000,0.68750,0.06350,0.31563,0.01116,0.00200,0.00000,0.00000,0.00000,0.85749,0.02896
oracle_event_credit_labels,stress_00,0.00000,3,48,0.92708,0.02556,0.78125,0.05252,0.83333,0.03891,0.00000,0.00000,0.02431,0.01682,0.00000,0.00000,0.00347,0.00681,0.62500,0.05459,0.31632,0.01147,0.00200,0.00000,0.00000,0.00000,0.85495,0.02708
oracle_event_credit_labels,stress_00,0.00000,4,48,0.89583,0.02856,0.76042,0.05045,0.80903,0.04664,0.00347,0.00681,0.01389,0.01317,0.00000,0.00000,0.00000,0.00000,0.62500,0.05630,0.31560,0.01121,0.00200,0.00000,0.00000,0.00000,0.82868,0.02809
oracle_event_credit_labels,stress_00,0.00000,5,48,0.87500,0.04183,0.77778,0.03809,0.81250,0.04728,0.00000,0.00000,0.01042,0.01153,0.00000,0.00000,0.01042,0.01153,0.67708,0.05869,0.31658,0.01127,0.00200,0.00000,0.00000,0.00000,0.80435,0.04161
oracle_event_credit_labels,stress_00,0.00000,6,48,0.91319,0.02916,0.80208,0.04312,0.79514,0.05259,0.00000,0.00000,0.01389,0.01317,0.00347,0.00681,0.00000,0.00000,0.62500,0.05876,0.31555,0.01166,0.00200,0.00000,0.00000,0.00000,0.84389,0.02932
oracle_event_credit_labels,stress_00,0.00000,7,48,0.93056,0.03346,0.72569,0.05282,0.81250,0.04523,0.00000,0.00000,0.01736,0.01456,0.00000,0.00000,0.00000,0.00000,0.62153,0.05393,0.31725,0.01145,0.00200,0.00000,0.00000,0.00000,0.86334,0.03229
oracle_event_credit_labels,stress_00,0.00000,8,48,0.90278,0.03050,0.81597,0.05259,0.78472,0.04859,0.00000,0.00000,0.01389,0.01317,0.00000,0.00000,0.00347,0.00681,0.65972,0.04345,0.31563,0.01085,0.00200,0.00000,0.00000,0.00000,0.83513,0.03018
oracle_event_credit_labels,stress_00,0.00000,9,48,0.87847,0.03859,0.72917,0.05204,0.82639,0.04558,0.00347,0.00681,0.03125,0.02509,0.00347,0.00681,0.00000,0.00000,0.61806,0.06071,0.31717,0.01095,0.00200,0.00000,0.00000,0.00000,0.79995,0.04073
oracle_event_credit_labels,stress_01,0.11111,0,48,0.92708,0.03061,0.73264,0.05123,0.79167,0.05372,0.01389,0.01317,0.01389,0.01637,0.00694,0.00952,0.00000,0.00000,0.65972,0.06375,0.33719,0.01248,0.00200,0.00000,0.00000,0.00000,0.84383,0.03211
oracle_event_credit_labels,stress_01,0.11111,1,48,0.92708,0.02556,0.76736,0.05393,0.81597,0.04154,0.00000,0.00000,0.03819,0.02003,0.00000,0.00000,0.00347,0.00681,0.63542,0.05643,0.33692,0.01271,0.00200,0.00000,0.00000,0.00000,0.84582,0.02692
oracle_event_credit_labels,stress_01,0.11111,2,48,0.89583,0.03018,0.75694,0.05234,0.79514,0.04266,0.00347,0.00681,0.01389,0.01317,0.00000,0.00000,0.00000,0.00000,0.61806,0.05668,0.33628,0.01255,0.00200,0.00000,0.00000,0.00000,0.82537,0.03023
oracle_event_credit_labels,stress_01,0.11111,3,48,0.89236,0.03828,0.77083,0.03845,0.81944,0.04107,0.00000,0.00000,0.02431,0.01943,0.00000,0.00000,0.01042,0.01153,0.68403,0.05349,0.33690,0.01264,0.00200,0.00000,0.00000,0.00000,0.81263,0.03880
oracle_event_credit_labels,stress_01,0.11111,4,48,0.91319,0.03074,0.77431,0.04294,0.79861,0.04859,0.00000,0.00000,0.01389,0.01637,0.00347,0.00681,0.00000,0.00000,0.60764,0.05629,0.33644,0.01289,0.00200,0.00000,0.00000,0.00000,0.84055,0.03055
oracle_event_credit_labels,stress_01,0.11111,5,48,0.92361,0.03069,0.69097,0.05414,0.80208,0.03970,0.00000,0.00000,0.01736,0.01456,0.00000,0.00000,0.00000,0.00000,0.62847,0.04886,0.33731,0.01286,0.00200,0.00000,0.00000,0.00000,0.85319,0.03048
oracle_event_credit_labels,stress_01,0.11111,6,48,0.89583,0.03170,0.77778,0.04991,0.77431,0.04509,0.00000,0.00000,0.01736,0.01751,0.00000,0.00000,0.00000,0.00000,0.65278,0.04847,0.33662,0.01220,0.00200,0.00000,0.00000,0.00000,0.82552,0.03104
oracle_event_credit_labels,stress_01,0.11111,7,48,0.89583,0.03845,0.72569,0.05371,0.81597,0.04154,0.00347,0.00681,0.02778,0.02246,0.00000,0.00000,0.00000,0.00000,0.60069,0.05815,0.33812,0.01232,0.00200,0.00000,0.00000,0.00000,0.81924,0.03943
oracle_event_credit_labels,stress_01,0.11111,8,48,0.90625,0.03494,0.73611,0.04847,0.75694,0.04660,0.00347,0.00681,0.04514,0.02706,0.00347,0.00681,0.00000,0.00000,0.62847,0.05608,0.33772,0.01243,0.00200,0.00000,0.00000,0.00000,0.81861,0.03809
oracle_event_credit_labels,stress_01,0.11111,9,48,0.91319,0.03224,0.72222,0.04698,0.79167,0.05101,0.00694,0.00952,0.03125,0.01860,0.00000,0.00000,0.00347,0.00681,0.61111,0.05357,0.33695,0.01261,0.00200,0.00000,0.00000,0.00000,0.83151,0.03077
oracle_event_credit_labels,stress_02,0.22222,0,48,0.89931,0.03333,0.75347,0.05414,0.79514,0.04483,0.00000,0.00000,0.02778,0.01776,0.00000,0.00000,0.00000,0.00000,0.59028,0.05668,0.35774,0.01380,0.00200,0.00000,0.00000,0.00000,0.82124,0.03231
oracle_event_credit_labels,stress_02,0.22222,1,48,0.90625,0.03494,0.75347,0.05053,0.80208,0.04201,0.00000,0.00000,0.03125,0.01860,0.00000,0.00000,0.00694,0.00952,0.62847,0.05774,0.35834,0.01413,0.00200,0.00000,0.00000,0.00000,0.82233,0.03777
oracle_event_credit_labels,stress_02,0.22222,2,48,0.91319,0.03638,0.75000,0.05054,0.78125,0.04367,0.00000,0.00000,0.03125,0.01860,0.00347,0.00681,0.00000,0.00000,0.61458,0.05515,0.35732,0.01399,0.00200,0.00000,0.00000,0.00000,0.82992,0.03548
oracle_event_credit_labels,stress_02,0.22222,3,48,0.92361,0.02911,0.66667,0.06228,0.77083,0.04198,0.00000,0.00000,0.03472,0.01935,0.00000,0.00000,0.00000,0.00000,0.61458,0.05515,0.35883,0.01405,0.00200,0.00000,0.00000,0.00000,0.84246,0.03010
oracle_event_credit_labels,stress_02,0.22222,4,48,0.91667,0.02918,0.73958,0.05746,0.77431,0.04813,0.00000,0.00000,0.02778,0.02025,0.00000,0.00000,0.00000,0.00000,0.61806,0.05234,0.35756,0.01342,0.00200,0.00000,0.00000,0.00000,0.83863,0.02897
oracle_event_credit_labels,stress_02,0.22222,5,48,0.89931,0.03859,0.69444,0.06177,0.79861,0.04558,0.00347,0.00681,0.03472,0.01935,0.00000,0.00000,0.00000,0.00000,0.58333,0.06074,0.35948,0.01384,0.00200,0.00000,0.00000,0.00000,0.81638,0.03797
oracle_event_credit_labels,stress_02,0.22222,6,48,0.90625,0.03212,0.72222,0.04165,0.74306,0.04453,0.00000,0.00000,0.04514,0.02525,0.00694,0.00952,0.00000,0.00000,0.62153,0.06359,0.35842,0.01391,0.00200,0.00000,0.00000,0.00000,0.81314,0.03199
oracle_event_credit_labels,stress_02,0.22222,7,48,0.91319,0.03074,0.71181,0.05030,0.76042,0.05229,0.00694,0.00952,0.02431,0.01682,0.00000,0.00000,0.00347,0.00681,0.60069,0.05733,0.35801,0.01402,0.00200,0.00000,0.00000,0.00000,0.83106,0.03100
oracle_event_credit_labels,stress_02,0.22222,8,48,0.89583,0.03720,0.75000,0.05327,0.76042,0.05494,0.00000,0.00000,0.03819,0.02430,0.00000,0.00000,0.00000,0.00000,0.64583,0.06199,0.35813,0.01433,0.00200,0.00000,0.00000,0.00000,0.81333,0.03511
oracle_event_credit_labels,stress_02,0.22222,9,48,0.92014,0.03074,0.71528,0.05498,0.76042,0.04756,0.00347,0.00681,0.04514,0.02706,0.00347,0.00681,0.00000,0.00000,0.61111,0.05943,0.35733,0.01380,0.00200,0.00000,0.00000,0.00000,0.82936,0.03225
oracle_event_credit_labels,stress_03,0.33333,0,48,0.91667,0.03226,0.72222,0.06022,0.75694,0.04660,0.00000,0.00000,0.05556,0.02634,0.00000,0.00000,0.00000,0.00000,0.59375,0.05909,0.37827,0.01532,0.00200,0.00000,0.00000,0.00000,0.82365,0.03273
oracle_event_credit_labels,stress_03,0.33333,1,48,0.92361,0.02911,0.68056,0.05657,0.75694,0.04453,0.00000,0.00000,0.03125,0.01860,0.00000,0.00000,0.00000,0.00000,0.57986,0.05835,0.37947,0.01523,0.00200,0.00000,0.00000,0.00000,0.84061,0.03132
